,t,srtSRTtotal,q11,vss11,scod11,cod11,bod11,snh11,tkn11,initial_bod,bod_performance
275,13.7,3.206,2.96,1.361,13.56,15.68,1.851,0.145,1.724,1.825,97.19070772555375
276,13.75,3.206,2.96,1.361,13.57,15.68,1.85,0.145,1.724,1.825,97.29729729729728
277,13.8,3.205,2.96,1.361,13.57,15.69,1.85,0.1449,1.724,1.825,97.29729729729728
278,13.85,3.205,2.96,1.361,13.57,15.69,1.85,0.1449,1.724,1.825,97.29729729729728
279,13.9,3.205,2.96,1.361,13.57,15.69,1.85,0.1449,1.724,1.825,97.29729729729728
280,13.95,3.205,2.96,1.361,13.57,15.69,1.85,0.1448,1.724,1.825,97.29729729729728
281,14.0,3.205,2.96,1.361,13.58,15.69,1.849,0.1448,1.724,1.825,97.40400216333153
282,14.05,3.205,2.96,1.361,13.58,15.7,1.849,0.1448,1.724,1.825,97.40400216333153
283,14.1,3.205,2.96,1.361,13.58,15.7,1.849,0.1448,1.724,1.825,97.40400216333153
284,14.15,3.205,2.96,1.361,13.58,15.7,1.849,0.1447,1.724,1.825,97.40400216333153
285,14.2,3.205,2.96,1.361,13.58,15.7,1.849,0.1447,1.724,1.825,97.40400216333153
286,14.25,3.205,2.96,1.361,13.59,15.7,1.849,0.1447,1.725,1.825,97.40400216333153
287,14.3,3.205,2.96,1.361,13.59,15.71,1.848,0.1446,1.725,1.825,97.51082251082249
288,14.35,3.205,2.96,1.361,13.59,15.71,1.848,0.1446,1.725,1.825,97.51082251082249
289,14.4,3.205,2.96,1.361,13.59,15.71,1.848,0.1446,1.725,1.825,97.51082251082249
290,14.45,3.205,2.96,1.361,13.59,15.71,1.848,0.1446,1.725,1.825,97.51082251082249
291,14.5,3.205,2.96,1.361,13.59,15.71,1.848,0.1445,1.725,1.825,97.51082251082249
292,14.55,3.205,2.96,1.361,13.6,15.71,1.847,0.1445,1.725,1.825,97.61775852734164
293,14.6,3.205,2.96,1.361,13.6,15.72,1.847,0.1445,1.725,1.825,97.61775852734164
294,14.65,3.205,2.96,1.361,13.6,15.72,1.847,0.1444,1.725,1.825,97.61775852734164
295,14.7,3.205,2.96,1.361,13.6,15.72,1.847,0.1444,1.725,1.825,97.61775852734164
296,14.75,3.205,2.96,1.361,13.6,15.72,1.847,0.1444,1.725,1.825,97.61775852734164
297,14.8,3.205,2.96,1.361,13.6,15.72,1.847,0.1444,1.725,1.825,97.61775852734164
298,14.85,3.204,2.96,1.362,13.6,15.72,1.846,0.1443,1.725,1.825,97.72481040086673
299,14.9,3.204,2.96,1.362,13.61,15.72,1.846,0.1443,1.725,1.825,97.72481040086673
300,14.95,3.204,2.96,1.362,13.61,15.73,1.846,0.1443,1.725,1.825,97.72481040086673
301,15.0,3.204,2.96,1.362,13.61,15.73,1.846,0.1443,1.725,1.825,97.72481040086673
302,15.05,3.204,2.96,1.362,13.61,15.73,1.846,0.1442,1.725,1.825,97.72481040086673
303,15.1,3.204,2.96,1.362,13.61,15.73,1.846,0.1442,1.725,1.825,97.72481040086673
304,15.15,3.204,2.96,1.362,13.61,15.73,1.845,0.1442,1.725,1.825,97.8319783197832
305,15.2,3.204,2.96,1.362,13.61,15.73,1.845,0.1442,1.725,1.825,97.8319783197832
306,15.25,3.204,2.96,1.362,13.61,15.73,1.845,0.1441,1.725,1.825,97.8319783197832
307,15.3,3.204,2.96,1.362,13.61,15.73,1.845,0.1441,1.725,1.825,97.8319783197832
308,15.35,3.204,2.96,1.362,13.62,15.74,1.845,0.1441,1.724,1.825,97.8319783197832
309,15.4,3.204,2.96,1.362,13.62,15.74,1.845,0.1441,1.724,1.825,97.8319783197832
310,15.45,3.204,2.96,1.362,13.62,15.74,1.844,0.144,1.724,1.825,97.93926247288502
311,15.5,3.204,2.96,1.362,13.62,15.74,1.844,0.144,1.724,1.825,97.93926247288502
312,15.55,3.204,2.96,1.362,13.62,15.74,1.844,0.144,1.724,1.825,97.93926247288502
313,15.6,3.204,2.96,1.362,13.62,15.74,1.844,0.144,1.724,1.825,97.93926247288502
314,15.65,3.204,2.96,1.362,13.62,15.74,1.844,0.1439,1.724,1.825,97.93926247288502
315,15.7,3.204,2.96,1.362,13.62,15.74,1.844,0.1439,1.724,1.825,97.93926247288502
316,15.75,3.204,2.96,1.362,13.62,15.74,1.844,0.1439,1.724,1.825,97.93926247288502
317,15.8,3.204,2.96,1.362,13.62,15.74,1.843,0.1439,1.724,1.825,98.04666304937601
318,15.85,3.204,2.96,1.362,13.62,15.74,1.843,0.1438,1.724,1.825,98.04666304937601
319,15.9,3.204,2.96,1.362,13.63,15.75,1.843,0.1438,1.724,1.825,98.04666304937601
320,15.95,3.204,2.96,1.362,13.63,15.75,1.843,0.1438,1.724,1.825,98.04666304937601
321,16.0,3.203,2.96,1.362,13.63,15.75,1.843,0.1438,1.724,1.825,98.04666304937601
322,16.05,3.203,2.96,1.362,13.63,15.75,1.843,0.1437,1.724,1.825,98.04666304937601
323,16.1,3.203,2.96,1.362,13.63,15.75,1.843,0.1437,1.724,1.825,98.04666304937601
324,16.15,3.203,2.96,1.362,13.63,15.75,1.842,0.1437,1.724,1.825,98.15418023887078
325,16.2,3.203,2.96,1.362,13.63,15.75,1.842,0.1437,1.724,1.825,98.15418023887078
326,16.25,3.203,2.96,1.362,13.63,15.75,1.842,0.1436,1.724,1.825,98.15418023887078
327,16.3,3.203,2.96,1.363,13.63,15.75,1.842,0.1436,1.724,1.825,98.15418023887078
328,16.35,3.203,2.96,1.363,13.63,15.75,1.842,0.1436,1.724,1.825,98.15418023887078
329,16.4,3.203,2.96,1.363,13.63,15.75,1.842,0.1436,1.724,1.825,98.15418023887078
330,16.45,3.203,2.96,1.363,13.63,15.75,1.842,0.1436,1.724,1.825,98.15418023887078
331,16.5,3.203,2.96,1.363,13.63,15.75,1.841,0.1435,1.724,1.825,98.26181423139599
332,16.55,3.203,2.96,1.363,13.63,15.75,1.841,0.1435,1.724,1.825,98.26181423139599
333,16.6,3.203,2.96,1.363,13.63,15.75,1.841,0.1435,1.724,1.825,98.26181423139599
334,16.65,3.203,2.96,1.363,13.63,15.75,1.841,0.1435,1.724,1.825,98.26181423139599
335,16.7,3.203,2.96,1.363,13.63,15.76,1.841,0.1434,1.724,1.825,98.26181423139599
336,16.75,3.203,2.96,1.363,13.63,15.76,1.841,0.1434,1.724,1.825,98.26181423139599
337,16.8,3.203,2.96,1.363,13.64,15.76,1.841,0.1434,1.724,1.825,98.26181423139599
338,16.85,3.203,2.96,1.363,13.64,15.76,1.84,0.1434,1.724,1.825,98.36956521739128
339,16.9,3.203,2.96,1.363,13.64,15.76,1.84,0.1434,1.724,1.825,98.36956521739128
340,16.95,3.203,2.96,1.363,13.64,15.76,1.84,0.1433,1.724,1.825,98.36956521739128
341,17.0,3.203,2.96,1.363,13.64,15.76,1.84,0.1433,1.724,1.825,98.36956521739128
342,17.05,3.203,2.96,1.363,13.64,15.76,1.84,0.1433,1.724,1.825,98.36956521739128
343,17.1,3.203,2.96,1.363,13.64,15.76,1.84,0.1433,1.724,1.825,98.36956521739128
344,17.15,3.203,2.96,1.363,13.64,15.76,1.84,0.1432,1.724,1.825,98.36956521739128
345,17.2,3.203,2.96,1.363,13.64,15.76,1.84,0.1432,1.724,1.825,98.36956521739128
346,17.25,3.203,2.96,1.363,13.64,15.76,1.839,0.1432,1.724,1.825,98.4774333877107
347,17.3,3.202,2.96,1.363,13.64,15.76,1.839,0.1432,1.723,1.825,98.4774333877107
348,17.35,3.202,2.96,1.363,13.64,15.76,1.839,0.1432,1.723,1.825,98.4774333877107
349,17.4,3.202,2.96,1.363,13.64,15.76,1.839,0.1431,1.723,1.825,98.4774333877107
350,17.45,3.202,2.96,1.363,13.64,15.76,1.839,0.1431,1.723,1.825,98.4774333877107
351,17.5,3.202,2.96,1.363,13.64,15.76,1.839,0.1431,1.723,1.825,98.4774333877107
352,17.55,3.202,2.96,1.363,13.64,15.76,1.839,0.1431,1.723,1.825,98.4774333877107
353,17.6,3.202,2.96,1.363,13.64,15.76,1.839,0.1431,1.723,1.825,98.4774333877107
354,17.65,3.202,2.96,1.363,13.64,15.76,1.838,0.143,1.723,1.825,98.58541893362349
355,17.7,3.202,2.96,1.363,13.64,15.76,1.838,0.143,1.723,1.825,98.58541893362349
356,17.75,3.202,2.96,1.363,13.64,15.76,1.838,0.143,1.723,1.825,98.58541893362349
357,17.8,3.202,2.96,1.363,13.64,15.76,1.838,0.143,1.723,1.825,98.58541893362349
358,17.85,3.202,2.96,1.363,13.64,15.76,1.838,0.143,1.723,1.825,98.58541893362349
359,17.9,3.202,2.96,1.363,13.64,15.76,1.838,0.1429,1.723,1.825,98.58541893362349
360,17.95,3.202,2.96,1.363,13.64,15.76,1.838,0.1429,1.723,1.825,98.58541893362349
361,18.0,3.202,2.96,1.364,13.64,15.76,1.838,0.1429,1.723,1.825,98.58541893362349
362,18.05,3.202,2.96,1.364,13.64,15.76,1.837,0.1429,1.723,1.825,98.69352204681546
363,18.1,3.202,2.96,1.364,13.64,15.77,1.837,0.1429,1.723,1.825,98.69352204681546
364,18.15,3.202,2.96,1.364,13.64,15.77,1.837,0.1428,1.723,1.825,98.69352204681546
365,18.2,3.202,2.96,1.364,13.64,15.77,1.837,0.1428,1.723,1.825,98.69352204681546
366,18.25,3.202,2.96,1.364,13.64,15.77,1.837,0.1428,1.723,1.825,98.69352204681546
367,18.3,3.202,2.96,1.364,13.64,15.77,1.837,0.1428,1.723,1.825,98.69352204681546
368,18.35,3.202,2.96,1.364,13.64,15.77,1.837,0.1428,1.723,1.825,98.69352204681546
369,18.4,3.202,2.96,1.364,13.64,15.77,1.837,0.1427,1.723,1.825,98.69352204681546
370,18.45,3.202,2.96,1.364,13.64,15.77,1.837,0.1427,1.723,1.825,98.69352204681546
371,18.5,3.202,2.96,1.364,13.64,15.77,1.836,0.1427,1.723,1.825,98.80174291938997
372,18.55,3.202,2.96,1.364,13.64,15.77,1.836,0.1427,1.723,1.825,98.80174291938997
373,18.6,3.202,2.96,1.364,13.64,15.77,1.836,0.1427,1.723,1.825,98.80174291938997
374,18.65,3.202,2.96,1.364,13.64,15.77,1.836,0.1426,1.723,1.825,98.80174291938997
375,18.7,3.202,2.96,1.364,13.64,15.77,1.836,0.1426,1.722,1.825,98.80174291938997
376,18.75,3.202,2.96,1.364,13.64,15.77,1.836,0.1426,1.722,1.825,98.80174291938997
377,18.8,3.201,2.96,1.364,13.64,15.77,1.836,0.1426,1.722,1.825,98.80174291938997
378,18.85,3.201,2.96,1.364,13.64,15.77,1.836,0.1426,1.722,1.825,98.80174291938997
379,18.9,3.201,2.96,1.364,13.64,15.77,1.836,0.1426,1.722,1.825,98.80174291938997
380,18.95,3.201,2.96,1.364,13.65,15.77,1.836,0.1425,1.722,1.825,98.80174291938997
381,19.0,3.201,2.96,1.364,13.65,15.77,1.835,0.1425,1.722,1.825,98.9100817438692
382,19.05,3.201,2.96,1.364,13.65,15.77,1.835,0.1425,1.722,1.825,98.9100817438692
383,19.1,3.201,2.96,1.364,13.65,15.77,1.835,0.1425,1.722,1.825,98.9100817438692
384,19.15,3.201,2.96,1.364,13.65,15.77,1.835,0.1425,1.722,1.825,98.9100817438692
385,19.2,3.201,2.96,1.364,13.65,15.77,1.835,0.1424,1.722,1.825,98.9100817438692
386,19.25,3.201,2.96,1.364,13.65,15.77,1.835,0.1424,1.722,1.825,98.9100817438692
387,19.3,3.201,2.96,1.364,13.65,15.77,1.835,0.1424,1.722,1.825,98.9100817438692
388,19.35,3.201,2.96,1.364,13.65,15.77,1.835,0.1424,1.722,1.825,98.9100817438692
389,19.4,3.201,2.96,1.364,13.65,15.77,1.835,0.1424,1.722,1.825,98.9100817438692
390,19.45,3.201,2.96,1.364,13.65,15.77,1.834,0.1424,1.722,1.825,99.0185387131952
391,19.5,3.201,2.96,1.364,13.65,15.77,1.834,0.1423,1.722,1.825,99.0185387131952
392,19.55,3.201,2.96,1.364,13.65,15.77,1.834,0.1423,1.722,1.825,99.0185387131952
393,19.6,3.201,2.96,1.364,13.65,15.77,1.834,0.1423,1.722,1.825,99.0185387131952
394,19.65,3.201,2.96,1.364,13.65,15.77,1.834,0.1423,1.722,1.825,99.0185387131952
395,19.7,3.201,2.96,1.364,13.65,15.77,1.834,0.1423,1.722,1.825,99.0185387131952
396,19.75,3.201,2.96,1.364,13.65,15.77,1.834,0.1423,1.722,1.825,99.0185387131952
397,19.8,3.201,2.96,1.364,13.65,15.77,1.834,0.1422,1.722,1.825,99.0185387131952
398,19.85,3.201,2.96,1.364,13.65,15.77,1.834,0.1422,1.722,1.825,99.0185387131952
399,19.9,3.201,2.96,1.364,13.65,15.77,1.834,0.1422,1.722,1.825,99.0185387131952
400,19.95,3.201,2.96,1.364,13.65,15.77,1.834,0.1422,1.722,1.825,99.0185387131952
401,20.0,3.201,2.96,1.364,13.65,15.77,1.833,0.1422,1.722,1.825,99.12711402073104
402,20.05,3.201,2.96,1.364,13.65,15.77,1.833,0.1422,1.722,1.825,99.12711402073104
403,20.1,3.201,2.96,1.364,13.65,15.77,1.833,0.1421,1.721,1.825,99.12711402073104
404,20.15,3.201,2.96,1.365,13.65,15.77,1.833,0.1421,1.721,1.825,99.12711402073104
405,20.2,3.201,2.96,1.365,13.65,15.77,1.833,0.1421,1.721,1.825,99.12711402073104
406,20.25,3.201,2.96,1.365,13.65,15.77,1.833,0.1421,1.721,1.825,99.12711402073104
407,20.3,3.201,2.96,1.365,13.65,15.77,1.833,0.1421,1.721,1.825,99.12711402073104
408,20.35,3.201,2.96,1.365,13.65,15.77,1.833,0.1421,1.721,1.825,99.12711402073104
409,20.4,3.201,2.96,1.365,13.65,15.77,1.833,0.142,1.721,1.825,99.12711402073104
410,20.45,3.201,2.96,1.365,13.65,15.77,1.833,0.142,1.721,1.825,99.12711402073104
411,20.5,3.2,2.96,1.365,13.65,15.77,1.833,0.142,1.721,1.825,99.12711402073104
412,20.55,3.2,2.96,1.365,13.65,15.77,1.832,0.142,1.721,1.825,99.235807860262
413,20.6,3.2,2.96,1.365,13.65,15.77,1.832,0.142,1.721,1.825,99.235807860262
414,20.65,3.2,2.96,1.365,13.65,15.77,1.832,0.142,1.721,1.825,99.235807860262
415,20.7,3.2,2.96,1.365,13.65,15.77,1.832,0.1419,1.721,1.825,99.235807860262
416,20.75,3.2,2.96,1.365,13.65,15.77,1.832,0.1419,1.721,1.825,99.235807860262
417,20.8,3.2,2.96,1.365,13.65,15.77,1.832,0.1419,1.721,1.825,99.235807860262
418,20.85,3.2,2.96,1.365,13.65,15.77,1.832,0.1419,1.721,1.825,99.235807860262
419,20.9,3.2,2.96,1.365,13.65,15.77,1.832,0.1419,1.721,1.825,99.235807860262
420,20.95,3.2,2.96,1.365,13.65,15.77,1.832,0.1419,1.721,1.825,99.235807860262
421,21.0,3.2,2.96,1.365,13.65,15.77,1.832,0.1419,1.721,1.825,99.235807860262
422,21.05,3.2,2.96,1.365,13.65,15.77,1.832,0.1418,1.721,1.825,99.235807860262
423,21.1,3.2,2.96,1.365,13.65,15.77,1.832,0.1418,1.721,1.825,99.235807860262
424,21.15,3.2,2.96,1.365,13.65,15.77,1.831,0.1418,1.721,1.825,99.34462042599672
425,21.2,3.2,2.96,1.365,13.65,15.77,1.831,0.1418,1.721,1.825,99.34462042599672
426,21.25,3.2,2.96,1.365,13.65,15.77,1.831,0.1418,1.721,1.825,99.34462042599672
427,21.3,3.2,2.96,1.365,13.65,15.77,1.831,0.1418,1.721,1.825,99.34462042599672
428,21.35,3.2,2.96,1.365,13.65,15.77,1.831,0.1417,1.721,1.825,99.34462042599672
429,21.4,3.2,2.96,1.365,13.65,15.77,1.831,0.1417,1.721,1.825,99.34462042599672
430,21.45,3.2,2.96,1.365,13.65,15.77,1.831,0.1417,1.721,1.825,99.34462042599672
431,21.5,3.2,2.96,1.365,13.65,15.77,1.831,0.1417,1.721,1.825,99.34462042599672
432,21.55,3.2,2.96,1.365,13.65,15.77,1.831,0.1417,1.721,1.825,99.34462042599672
433,21.6,3.2,2.96,1.365,13.65,15.77,1.831,0.1417,1.721,1.825,99.34462042599672
434,21.65,3.2,2.96,1.365,13.65,15.77,1.831,0.1417,1.72,1.825,99.34462042599672
435,21.7,3.2,2.96,1.365,13.65,15.77,1.831,0.1416,1.72,1.825,99.34462042599672
436,21.75,3.2,2.96,1.365,13.65,15.77,1.83,0.1416,1.72,1.825,99.4535519125683
437,21.8,3.2,2.96,1.365,13.65,15.77,1.83,0.1416,1.72,1.825,99.4535519125683
438,21.85,3.2,2.96,1.365,13.65,15.77,1.83,0.1416,1.72,1.825,99.4535519125683
439,21.9,3.2,2.96,1.365,13.65,15.77,1.83,0.1416,1.72,1.825,99.4535519125683
440,21.95,3.2,2.96,1.365,13.65,15.77,1.83,0.1416,1.72,1.825,99.4535519125683
441,22.0,3.2,2.96,1.365,13.65,15.77,1.83,0.1416,1.72,1.825,99.4535519125683
442,22.05,3.2,2.96,1.365,13.65,15.77,1.83,0.1415,1.72,1.825,99.4535519125683
443,22.1,3.2,2.96,1.365,13.65,15.77,1.83,0.1415,1.72,1.825,99.4535519125683
444,22.15,3.2,2.96,1.365,13.65,15.77,1.83,0.1415,1.72,1.825,99.4535519125683
445,22.2,3.2,2.96,1.365,13.65,15.77,1.83,0.1415,1.72,1.825,99.4535519125683
446,22.25,3.2,2.96,1.365,13.65,15.77,1.83,0.1415,1.72,1.825,99.4535519125683
447,22.3,3.2,2.96,1.365,13.65,15.77,1.83,0.1415,1.72,1.825,99.4535519125683
448,22.35,3.2,2.96,1.365,13.65,15.77,1.83,0.1415,1.72,1.825,99.4535519125683
449,22.4,3.2,2.96,1.365,13.65,15.77,1.83,0.1415,1.72,1.825,99.4535519125683
450,22.45,3.2,2.96,1.365,13.65,15.77,1.829,0.1414,1.72,1.825,99.56260251503554
451,22.5,3.199,2.96,1.365,13.65,15.77,1.829,0.1414,1.72,1.825,99.56260251503554
452,22.55,3.199,2.96,1.365,13.65,15.77,1.829,0.1414,1.72,1.825,99.56260251503554
453,22.6,3.199,2.96,1.365,13.65,15.77,1.829,0.1414,1.72,1.825,99.56260251503554
454,22.65,3.199,2.96,1.365,13.65,15.77,1.829,0.1414,1.72,1.825,99.56260251503554
455,22.7,3.199,2.96,1.365,13.65,15.77,1.829,0.1414,1.72,1.825,99.56260251503554
456,22.75,3.199,2.96,1.365,13.64,15.77,1.829,0.1414,1.72,1.825,99.56260251503554
457,22.8,3.199,2.96,1.365,13.64,15.77,1.829,0.1413,1.72,1.825,99.56260251503554
458,22.85,3.199,2.96,1.365,13.64,15.77,1.829,0.1413,1.72,1.825,99.56260251503554
459,22.9,3.199,2.96,1.365,13.64,15.77,1.829,0.1413,1.72,1.825,99.56260251503554
460,22.95,3.199,2.96,1.365,13.64,15.77,1.829,0.1413,1.72,1.825,99.56260251503554
461,23.0,3.199,2.96,1.365,13.64,15.77,1.829,0.1413,1.72,1.825,99.56260251503554
462,23.05,3.199,2.96,1.366,13.64,15.77,1.829,0.1413,1.72,1.825,99.56260251503554
463,23.1,3.199,2.96,1.366,13.64,15.77,1.829,0.1413,1.72,1.825,99.56260251503554
464,23.15,3.199,2.96,1.366,13.64,15.77,1.828,0.1413,1.72,1.825,99.67177242888401
465,23.2,3.199,2.96,1.366,13.64,15.77,1.828,0.1412,1.72,1.825,99.67177242888401
466,23.25,3.199,2.96,1.366,13.64,15.77,1.828,0.1412,1.72,1.825,99.67177242888401
467,23.3,3.199,2.96,1.366,13.64,15.77,1.828,0.1412,1.72,1.825,99.67177242888401
468,23.35,3.199,2.96,1.366,13.64,15.77,1.828,0.1412,1.72,1.825,99.67177242888401
469,23.4,3.199,2.96,1.366,13.64,15.77,1.828,0.1412,1.719,1.825,99.67177242888401
470,23.45,3.199,2.96,1.366,13.64,15.77,1.828,0.1412,1.719,1.825,99.67177242888401
471,23.5,3.199,2.96,1.366,13.64,15.77,1.828,0.1412,1.719,1.825,99.67177242888401
472,23.55,3.199,2.96,1.366,13.64,15.77,1.828,0.1412,1.719,1.825,99.67177242888401
473,23.6,3.199,2.96,1.366,13.64,15.77,1.828,0.1411,1.719,1.825,99.67177242888401
474,23.65,3.199,2.96,1.366,13.64,15.77,1.828,0.1411,1.719,1.825,99.67177242888401
475,23.7,3.199,2.96,1.366,13.64,15.77,1.828,0.1411,1.719,1.825,99.67177242888401
476,23.75,3.199,2.96,1.366,13.64,15.77,1.828,0.1411,1.719,1.825,99.67177242888401
477,23.8,3.199,2.96,1.366,13.64,15.77,1.828,0.1411,1.719,1.825,99.67177242888401
478,23.85,3.199,2.96,1.366,13.64,15.77,1.828,0.1411,1.719,1.825,99.67177242888401
479,23.9,3.199,2.96,1.366,13.64,15.77,1.828,0.1411,1.719,1.825,99.67177242888401
480,23.95,3.199,2.96,1.366,13.64,15.77,1.827,0.1411,1.719,1.825,99.78106185002737
481,24.0,3.199,2.96,1.366,13.64,15.77,1.827,0.1411,1.719,1.825,99.78106185002737
482,24.05,3.199,2.96,1.366,13.64,15.77,1.827,0.141,1.719,1.825,99.78106185002737
483,24.1,3.199,2.96,1.366,13.64,15.77,1.827,0.141,1.719,1.825,99.78106185002737
484,24.15,3.199,2.96,1.366,13.64,15.77,1.827,0.141,1.719,1.825,99.78106185002737
485,24.2,3.199,2.96,1.366,13.64,15.77,1.827,0.141,1.719,1.825,99.78106185002737
486,24.25,3.199,2.96,1.366,13.64,15.77,1.827,0.141,1.719,1.825,99.78106185002737
487,24.3,3.199,2.96,1.366,13.64,15.77,1.827,0.141,1.719,1.825,99.78106185002737
488,24.35,3.199,2.96,1.366,13.64,15.77,1.827,0.141,1.719,1.825,99.78106185002737
489,24.4,3.199,2.96,1.366,13.64,15.77,1.827,0.141,1.719,1.825,99.78106185002737
490,24.45,3.199,2.96,1.366,13.64,15.77,1.827,0.141,1.719,1.825,99.78106185002737
491,24.5,3.199,2.96,1.366,13.64,15.77,1.827,0.1409,1.719,1.825,99.78106185002737
492,24.55,3.199,2.96,1.366,13.64,15.77,1.827,0.1409,1.719,1.825,99.78106185002737
493,24.6,3.199,2.96,1.366,13.64,15.77,1.827,0.1409,1.719,1.825,99.78106185002737
494,24.65,3.199,2.96,1.366,13.64,15.77,1.827,0.1409,1.719,1.825,99.78106185002737
495,24.7,3.199,2.96,1.366,13.64,15.77,1.827,0.1409,1.719,1.825,99.78106185002737
496,24.75,3.199,2.96,1.366,13.64,15.77,1.827,0.1409,1.719,1.825,99.78106185002737
497,24.8,3.199,2.96,1.366,13.64,15.77,1.826,0.1409,1.719,1.825,99.89047097480831
498,24.85,3.199,2.96,1.366,13.64,15.77,1.826,0.1409,1.719,1.825,99.89047097480831
499,24.9,3.198,2.96,1.366,13.64,15.77,1.826,0.1409,1.719,1.825,99.89047097480831
500,24.95,3.198,2.96,1.366,13.64,15.77,1.826,0.1408,1.719,1.825,99.89047097480831
501,25.0,3.198,2.96,1.366,13.64,15.77,1.826,0.1408,1.719,1.825,99.89047097480831
502,25.05,3.198,2.96,1.366,13.64,15.77,1.826,0.1408,1.719,1.825,99.89047097480831
503,25.1,3.198,2.96,1.366,13.64,15.77,1.826,0.1408,1.719,1.825,99.89047097480831
504,25.15,3.198,2.96,1.366,13.64,15.77,1.826,0.1408,1.719,1.825,99.89047097480831
505,25.2,3.198,2.96,1.366,13.64,15.77,1.826,0.1408,1.719,1.825,99.89047097480831
506,25.25,3.198,2.96,1.366,13.64,15.77,1.826,0.1408,1.719,1.825,99.89047097480831
507,25.3,3.198,2.96,1.366,13.64,15.77,1.826,0.1408,1.719,1.825,99.89047097480831
508,25.35,3.198,2.96,1.366,13.64,15.77,1.826,0.1408,1.719,1.825,99.89047097480831
509,25.4,3.198,2.96,1.366,13.64,15.77,1.826,0.1407,1.719,1.825,99.89047097480831
510,25.45,3.198,2.96,1.366,13.64,15.77,1.826,0.1407,1.719,1.825,99.89047097480831
511,25.5,3.198,2.96,1.366,13.64,15.77,1.826,0.1407,1.718,1.825,99.89047097480831
512,25.55,3.198,2.96,1.366,13.64,15.77,1.826,0.1407,1.718,1.825,99.89047097480831
513,25.6,3.198,2.96,1.366,13.64,15.77,1.826,0.1407,1.718,1.825,99.89047097480831
514,25.65,3.198,2.96,1.366,13.64,15.77,1.826,0.1407,1.718,1.825,99.89047097480831
515,25.7,3.198,2.96,1.366,13.64,15.77,1.826,0.1407,1.718,1.825,99.89047097480831
516,25.75,3.198,2.96,1.366,13.64,15.77,1.825,0.1407,1.718,1.825,100.0
517,25.8,3.198,2.96,1.366,13.64,15.77,1.825,0.1407,1.718,1.825,100.0
518,25.85,3.198,2.96,1.366,13.64,15.77,1.825,0.1407,1.718,1.825,100.0
519,25.9,3.198,2.96,1.366,13.64,15.77,1.825,0.1406,1.718,1.825,100.0
520,25.95,3.198,2.96,1.366,13.64,15.77,1.825,0.1406,1.718,1.825,100.0
521,26.0,3.198,2.96,1.366,13.64,15.77,1.825,0.1406,1.718,1.825,100.0
522,26.05,3.198,2.96,1.366,13.64,15.77,1.825,0.1406,1.718,1.825,100.0
523,26.1,3.198,2.96,1.366,13.64,15.77,1.825,0.1406,1.718,1.825,100.0
524,26.15,3.198,2.96,1.366,13.64,15.77,1.825,0.1406,1.718,1.825,100.0
525,26.2,3.198,2.96,1.366,13.64,15.77,1.825,0.1406,1.718,1.825,100.0
526,26.25,3.198,2.96,1.366,13.64,15.77,1.825,0.1406,1.718,1.825,100.0
527,26.3,3.198,2.96,1.366,13.64,15.77,1.825,0.1406,1.718,1.825,100.0
528,26.35,3.198,2.96,1.366,13.64,15.77,1.825,0.1406,1.718,1.825,100.0
529,26.4,3.198,2.96,1.366,13.64,15.77,1.825,0.1405,1.718,1.825,100.0
530,26.45,3.198,2.96,1.366,13.64,15.77,1.825,0.1405,1.718,1.825,100.0
531,26.5,3.198,2.96,1.366,13.64,15.77,1.825,0.1405,1.718,1.825,100.0
532,26.55,3.198,2.96,1.366,13.64,15.77,1.825,0.1405,1.718,1.825,100.0
533,26.6,3.198,2.96,1.366,13.64,15.77,1.825,0.1405,1.718,1.825,100.0
534,26.65,3.198,2.96,1.366,13.64,15.77,1.825,0.1405,1.718,1.825,100.0
535,26.7,3.198,2.96,1.366,13.64,15.77,1.825,0.1405,1.718,1.825,100.0
536,26.75,3.198,2.96,1.366,13.64,15.77,1.825,0.1405,1.718,1.825,100.0
537,26.8,3.198,2.96,1.366,13.64,15.77,1.824,0.1405,1.718,1.825,100.0
538,26.85,3.198,2.96,1.366,13.64,15.77,1.824,0.1405,1.718,1.825,100.0
539,26.9,3.198,2.96,1.366,13.64,15.77,1.824,0.1405,1.718,1.825,100.0
540,26.95,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
541,27.0,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
542,27.05,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
543,27.1,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
544,27.15,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
545,27.2,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
546,27.25,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
547,27.3,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
548,27.35,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
549,27.4,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
550,27.45,3.198,2.96,1.366,13.64,15.77,1.824,0.1404,1.718,1.825,100.0
551,27.5,3.198,2.96,1.366,13.64,15.77,1.824,0.1403,1.718,1.825,100.0
