t,srtSRTtotal,biothickl21(1),biothickl21(2),profile1xbhl21(1),profile1xbhl21(2),profile1xbhl21(3),profile1xbhl21(4),profile1xbhl21(5),profile1xbhl21(6),profile1xbail21(1),profile1xbail21(2),profile1xbail21(3),profile1xbail21(4),profile1xbail21(5),profile1xbail21(6),profile1xbaal21(1),profile1xbaal21(3),profile1xbaal21(4),profile1xbaal21(5),profile1xbaal21(6),innero2masstransl21(1),innero2masstransl21(2),q11,x11,vss11,scod11,cod11,bod11,snh11,tkn11
days,d,m,m,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,kg/d,kg/d,MGD(US),mg/L,mg/L,mgCOD/L,mgCOD/L,mgO2/L,mgN/L,mgN/L
4.85,3.213,0.0002455,0.0002446,760.7,56320,37030,24080,15950,12190,42.09,3157,15630,16090,11650,8794,12.54,5291,6040,4656,3653,1.26E+31,1.26E+31,2.96,1.984,1.36,7.757,9.879,3.271,0.3776,1.406
4.9,3.213,0.0002455,0.0002446,761.4,56400,37060,24110,15960,12200,42.11,3160,15580,16030,11630,8796,12.54,5287,6027,4649,3652,1.26E+31,1.26E+31,2.96,1.982,1.358,7.699,9.818,3.173,0.3486,1.393
4.95,3.213,0.0002455,0.0002446,762.1,56480,37080,24130,15970,12200,42.12,3163,15540,15980,11610,8798,12.55,5283,6014,4642,3651,1.26E+31,1.26E+31,2.96,1.98,1.357,7.651,9.768,3.078,0.3224,1.383
5,3.214,0.0002455,0.0002446,762.7,56550,37100,24150,15980,12210,42.14,3166,15490,15930,11600,8800,12.56,5279,6002,4635,3649,1.26E+31,1.26E+31,2.96,1.978,1.355,7.613,9.728,2.988,0.2988,1.377
5.05,3.214,0.0002455,0.0002445,763.4,56630,37120,24160,15990,12220,42.16,3168,15450,15880,11580,8802,12.56,5275,5990,4628,3648,1.26E+31,1.26E+31,2.96,1.977,1.354,7.588,9.7,2.901,0.2779,1.374
5.1,3.214,0.0002455,0.0002445,764,56700,37140,24180,16010,12230,42.18,3171,15400,15830,11560,8803,12.57,5270,5978,4621,3646,1.26E+31,1.26E+31,2.96,1.976,1.354,7.574,9.685,2.819,0.2593,1.373
5.15,3.214,0.0002455,0.0002445,764.6,56760,37160,24200,16020,12230,42.2,3174,15360,15790,11550,8804,12.58,5266,5967,4614,3645,1.26E+31,1.26E+31,2.96,1.976,1.353,7.573,9.683,2.743,0.2429,1.374
5.2,3.214,0.0002455,0.0002445,765.2,56830,37180,24210,16030,12240,42.22,3176,15320,15740,11530,8805,12.58,5262,5956,4608,3643,1.26E+31,1.26E+31,2.96,1.975,1.352,7.585,9.693,2.671,0.2285,1.378
5.25,3.215,0.0002455,0.0002445,765.8,56890,37200,24230,16040,12250,42.24,3179,15280,15700,11510,8806,12.59,5257,5946,4602,3641,1.26E+31,1.26E+31,2.96,1.975,1.352,7.608,9.715,2.605,0.2161,1.382
5.3,3.215,0.0002455,0.0002445,766.3,56960,37210,24240,16050,12260,42.26,3181,15240,15650,11500,8806,12.6,5253,5935,4595,3639,1.26E+31,1.26E+31,2.96,1.974,1.351,7.643,9.749,2.544,0.2053,1.388
5.35,3.215,0.0002455,0.0002445,766.9,57020,37230,24250,16060,12260,42.27,3184,15200,15610,11480,8806,12.6,5248,5925,4589,3638,1.26E+31,1.26E+31,2.96,1.974,1.351,7.69,9.795,2.488,0.196,1.395
5.4,3.215,0.0002455,0.0002445,767.4,57070,37250,24270,16060,12270,42.29,3186,15160,15570,11460,8806,12.61,5244,5916,4583,3636,1.26E+31,1.26E+31,2.96,1.974,1.351,7.747,9.852,2.436,0.188,1.402
5.45,3.215,0.0002455,0.0002445,767.9,57130,37260,24280,16070,12280,42.31,3188,15120,15530,11450,8805,12.62,5239,5906,4578,3634,1.26E+31,1.26E+31,2.96,1.974,1.35,7.814,9.918,2.39,0.1812,1.41
5.5,3.215,0.0002455,0.0002445,768.4,57180,37280,24290,16080,12280,42.33,3191,15090,15490,11430,8805,12.62,5235,5897,4572,3632,1.26E+31,1.26E+31,2.96,1.974,1.35,7.889,9.993,2.347,0.1755,1.419
5.55,3.215,0.0002455,0.0002445,768.9,57240,37290,24300,16090,12290,42.35,3193,15050,15460,11420,8804,12.63,5231,5888,4566,3630,1.26E+31,1.26E+31,2.96,1.974,1.35,7.973,10.08,2.309,0.1707,1.427
5.6,3.215,0.0002455,0.0002445,769.4,57290,37300,24310,16100,12300,42.37,3195,15020,15420,11400,8803,12.64,5226,5880,4561,3628,1.26E+31,1.26E+31,2.96,1.974,1.35,8.064,10.17,2.274,0.1666,1.436
5.65,3.215,0.0002455,0.0002445,769.8,57340,37320,24320,16110,12300,42.39,3197,14980,15390,11390,8802,12.64,5222,5871,4556,3626,1.26E+31,1.26E+31,2.96,1.974,1.35,8.161,10.26,2.243,0.1632,1.445
5.7,3.215,0.0002455,0.0002445,770.3,57380,37330,24330,16110,12310,42.4,3199,14950,15350,11370,8800,12.65,5217,5863,4550,3624,1.26E+31,1.26E+31,2.96,1.974,1.35,8.264,10.37,2.215,0.1605,1.453
5.75,3.215,0.0002455,0.0002445,770.7,57430,37340,24340,16120,12310,42.42,3201,14920,15320,11360,8799,12.66,5213,5855,4545,3623,1.26E+31,1.26E+31,2.96,1.975,1.35,8.371,10.47,2.189,0.1581,1.462
5.8,3.215,0.0002455,0.0002445,771.1,57480,37350,24340,16130,12320,42.44,3204,14890,15290,11340,8797,12.66,5209,5847,4540,3621,1.26E+31,1.26E+31,2.96,1.975,1.35,8.481,10.58,2.167,0.1563,1.471
5.85,3.216,0.0002455,0.0002445,771.5,57520,37360,24350,16130,12330,42.46,3206,14860,15250,11330,8795,12.67,5204,5840,4535,3619,1.26E+31,1.26E+31,2.96,1.975,1.35,8.595,10.7,2.146,0.1547,1.479
5.9,3.216,0.0002455,0.0002445,772,57560,37370,24360,16140,12330,42.48,3207,14830,15220,11310,8793,12.68,5200,5833,4531,3617,1.26E+31,1.26E+31,2.96,1.975,1.35,8.71,10.81,2.127,0.1535,1.487
5.95,3.216,0.0002455,0.0002445,772.3,57600,37380,24360,16150,12340,42.5,3209,14800,15190,11300,8791,12.68,5196,5826,4526,3615,1.26E+31,1.26E+31,2.96,1.976,1.35,8.827,10.93,2.111,0.1525,1.495
6,3.216,0.0002455,0.0002445,772.7,57640,37390,24370,16150,12340,42.51,3211,14770,15160,11280,8788,12.69,5192,5819,4521,3613,1.26E+31,1.26E+31,2.96,1.976,1.35,8.945,11.05,2.095,0.1517,1.502
6.05,3.216,0.0002455,0.0002445,773.1,57680,37400,24380,16160,12350,42.53,3213,14740,15140,11270,8786,12.69,5188,5812,4517,3611,1.26E+31,1.26E+31,2.96,1.976,1.35,9.064,11.17,2.082,0.1511,1.51
6.1,3.216,0.0002455,0.0002445,773.5,57720,37410,24380,16160,12350,42.55,3215,14720,15110,11260,8783,12.7,5183,5805,4512,3609,1.26E+31,1.26E+31,2.96,1.977,1.35,9.182,11.28,2.069,0.1506,1.517
6.15,3.215,0.0002455,0.0002445,773.9,57760,37410,24390,16170,12360,42.57,3217,14690,15080,11240,8780,12.71,5179,5799,4508,3607,1.26E+31,1.26E+31,2.96,1.977,1.35,9.3,11.4,2.058,0.1502,1.524
6.2,3.215,0.0002455,0.0002445,774.2,57790,37420,24390,16170,12360,42.58,3219,14660,15050,11230,8777,12.71,5175,5793,4504,3605,1.26E+31,1.26E+31,2.96,1.977,1.35,9.416,11.52,2.047,0.1499,1.531
6.25,3.215,0.0002455,0.0002445,774.6,57830,37430,24400,16180,12370,42.6,3220,14640,15030,11220,8774,12.72,5171,5786,4500,3603,1.26E+31,1.26E+31,2.96,1.978,1.35,9.532,11.63,2.038,0.1497,1.538
6.3,3.215,0.0002455,0.0002445,774.9,57860,37440,24400,16180,12370,42.62,3222,14610,15000,11200,8771,12.73,5167,5780,4496,3601,1.26E+31,1.26E+31,2.96,1.978,1.35,9.645,11.75,2.029,0.1495,1.544
6.35,3.215,0.0002455,0.0002445,775.3,57900,37440,24400,16190,12370,42.64,3224,14590,14980,11190,8768,12.73,5163,5775,4492,3599,1.26E+31,1.26E+31,2.96,1.978,1.35,9.757,11.86,2.02,0.1494,1.55
6.4,3.215,0.0002455,0.0002445,775.6,57930,37450,24410,16190,12380,42.65,3226,14560,14950,11180,8764,12.74,5159,5769,4488,3597,1.26E+31,1.26E+31,2.96,1.979,1.351,9.867,11.97,2.013,0.1494,1.556
6.45,3.215,0.0002455,0.0002445,775.9,57960,37460,24410,16200,12380,42.67,3227,14540,14930,11170,8761,12.75,5155,5763,4484,3595,1.26E+31,1.26E+31,2.96,1.979,1.351,9.975,12.08,2.006,0.1493,1.562
6.5,3.215,0.0002455,0.0002445,776.2,57990,37460,24410,16200,12390,42.69,3229,14520,14910,11150,8757,12.75,5151,5758,4480,3593,1.26E+31,1.26E+31,2.96,1.979,1.351,10.08,12.18,1.999,0.1493,1.567
6.55,3.215,0.0002455,0.0002445,776.5,58020,37470,24420,16200,12390,42.71,3231,14500,14880,11140,8754,12.76,5147,5752,4476,3591,1.26E+31,1.26E+31,2.96,1.98,1.351,10.18,12.29,1.993,0.1493,1.573
6.6,3.215,0.0002455,0.0002445,776.9,58050,37470,24420,16210,12400,42.72,3232,14470,14860,11130,8750,12.76,5143,5747,4473,3589,1.26E+31,1.26E+31,2.96,1.98,1.351,10.28,12.39,1.987,0.1493,1.578
6.65,3.215,0.0002455,0.0002445,777.2,58080,37480,24420,16210,12400,42.74,3234,14450,14840,11120,8746,12.77,5139,5742,4469,3587,1.26E+31,1.26E+31,2.96,1.98,1.351,10.38,12.48,1.982,0.1493,1.583
6.7,3.215,0.0002455,0.0002445,777.5,58110,37490,24420,16210,12400,42.76,3235,14430,14820,11110,8742,12.78,5135,5737,4465,3585,1.26E+31,1.26E+31,2.96,1.981,1.351,10.48,12.58,1.977,0.1493,1.588
6.75,3.215,0.0002455,0.0002445,777.8,58140,37490,24430,16220,12410,42.77,3237,14410,14800,11090,8738,12.78,5131,5732,4462,3583,1.26E+31,1.26E+31,2.96,1.981,1.351,10.57,12.67,1.972,0.1493,1.592
6.8,3.215,0.0002455,0.0002445,778,58170,37500,24430,16220,12410,42.79,3238,14390,14780,11080,8734,12.79,5127,5727,4459,3581,1.26E+31,1.26E+31,2.96,1.981,1.351,10.66,12.76,1.967,0.1494,1.597
6.85,3.215,0.0002455,0.0002445,778.3,58190,37500,24430,16220,12410,42.81,3240,14370,14760,11070,8730,12.8,5123,5722,4455,3579,1.26E+31,1.26E+31,2.96,1.982,1.351,10.75,12.85,1.963,0.1494,1.601
6.9,3.215,0.0002455,0.0002445,778.6,58220,37500,24430,16230,12420,42.82,3241,14350,14740,11060,8726,12.8,5119,5717,4452,3577,1.26E+31,1.26E+31,2.96,1.982,1.351,10.83,12.93,1.959,0.1494,1.605
6.95,3.215,0.0002455,0.0002445,778.9,58240,37510,24430,16230,12420,42.84,3243,14330,14720,11050,8722,12.81,5115,5712,4449,3575,1.26E+31,1.26E+31,2.96,1.982,1.352,10.91,13.02,1.955,0.1494,1.609
7,3.215,0.0002455,0.0002445,779.2,58270,37510,24430,16230,12420,42.86,3244,14310,14700,11040,8717,12.81,5112,5708,4445,3573,1.26E+31,1.26E+31,2.96,1.983,1.352,10.99,13.09,1.951,0.1494,1.613
7.05,3.215,0.0002455,0.0002445,779.4,58290,37520,24440,16230,12430,42.87,3246,14290,14680,11030,8713,12.82,5108,5703,4442,3571,1.26E+31,1.26E+31,2.96,1.983,1.352,11.07,13.17,1.948,0.1495,1.617
7.1,3.215,0.0002455,0.0002445,779.7,58320,37520,24440,16240,12430,42.89,3247,14270,14660,11020,8708,12.83,5104,5699,4439,3569,1.26E+31,1.26E+31,2.96,1.983,1.352,11.14,13.25,1.944,0.1495,1.62
7.15,3.214,0.0002455,0.0002445,780,58340,37530,24440,16240,12430,42.91,3248,14250,14640,11010,8704,12.83,5100,5694,4436,3567,1.26E+31,1.26E+31,2.96,1.984,1.352,11.21,13.32,1.941,0.1495,1.624
7.2,3.214,0.0002455,0.0002445,780.2,58370,37530,24440,16240,12430,42.92,3250,14230,14620,11000,8700,12.84,5097,5690,4433,3565,1.26E+31,1.26E+31,2.96,1.984,1.352,11.28,13.39,1.938,0.1495,1.627
7.25,3.214,0.0002455,0.0002445,780.5,58390,37530,24440,16240,12440,42.94,3251,14220,14610,10990,8695,12.84,5093,5686,4430,3563,1.26E+31,1.26E+31,2.96,1.984,1.352,11.35,13.45,1.935,0.1495,1.63
7.3,3.214,0.0002455,0.0002445,780.7,58410,37540,24440,16240,12440,42.95,3253,14200,14590,10980,8690,12.85,5089,5682,4427,3561,1.26E+31,1.26E+31,2.96,1.985,1.352,11.42,13.52,1.932,0.1495,1.633
7.35,3.214,0.0002455,0.0002445,781,58430,37540,24440,16250,12440,42.97,3254,14180,14570,10970,8686,12.86,5086,5677,4424,3559,1.26E+31,1.26E+31,2.96,1.985,1.352,11.48,13.58,1.93,0.1495,1.636
7.4,3.214,0.0002455,0.0002445,781.2,58450,37540,24440,16250,12440,42.99,3255,14170,14560,10960,8681,12.86,5082,5673,4421,3557,1.26E+31,1.26E+31,2.96,1.985,1.352,11.54,13.64,1.927,0.1495,1.639
7.45,3.214,0.0002455,0.0002445,781.5,58470,37550,24440,16250,12450,43,3256,14150,14540,10950,8676,12.87,5078,5669,4418,3555,1.26E+31,1.26E+31,2.96,1.986,1.352,11.6,13.7,1.925,0.1495,1.642
7.5,3.214,0.0002455,0.0002445,781.7,58490,37550,24440,16250,12450,43.02,3258,14130,14520,10940,8672,12.87,5075,5665,4416,3554,1.26E+31,1.26E+31,2.96,1.986,1.353,11.65,13.76,1.922,0.1495,1.645
7.55,3.214,0.0002455,0.0002445,781.9,58520,37550,24440,16250,12450,43.03,3259,14120,14510,10930,8667,12.88,5071,5661,4413,3552,1.26E+31,1.26E+31,2.96,1.986,1.353,11.71,13.81,1.92,0.1495,1.647
7.6,3.214,0.0002455,0.0002445,782.2,58540,37560,24440,16250,12450,43.05,3260,14100,14490,10920,8662,12.88,5068,5657,4410,3550,1.26E+31,1.26E+31,2.96,1.986,1.353,11.76,13.87,1.918,0.1494,1.65
7.65,3.214,0.0002455,0.0002445,782.4,58550,37560,24440,16250,12460,43.06,3262,14080,14480,10910,8657,12.89,5064,5654,4407,3548,1.26E+31,1.26E+31,2.96,1.987,1.353,11.81,13.92,1.916,0.1494,1.652
7.7,3.214,0.0002455,0.0002445,782.6,58570,37560,24440,16260,12460,43.08,3263,14070,14460,10900,8653,12.9,5061,5650,4405,3546,1.26E+31,1.26E+31,2.96,1.987,1.353,11.86,13.97,1.914,0.1494,1.654
7.75,3.214,0.0002455,0.0002445,782.9,58590,37570,24440,16260,12460,43.1,3264,14050,14450,10890,8648,12.9,5057,5646,4402,3544,1.26E+31,1.26E+31,2.96,1.987,1.353,11.91,14.02,1.912,0.1494,1.657
7.8,3.213,0.0002455,0.0002445,783.1,58610,37570,24440,16260,12460,43.11,3265,14040,14430,10880,8643,12.91,5054,5642,4400,3543,1.26E+31,1.26E+31,2.96,1.988,1.353,11.96,14.06,1.91,0.1494,1.659
7.85,3.213,0.0002455,0.0002445,783.3,58630,37570,24440,16260,12460,43.13,3266,14020,14420,10870,8638,12.91,5051,5639,4397,3541,1.26E+31,1.26E+31,2.96,1.988,1.353,12,14.11,1.909,0.1493,1.661
7.9,3.213,0.0002455,0.0002445,783.5,58650,37570,24440,16260,12460,43.14,3268,14010,14410,10860,8633,12.92,5047,5635,4394,3539,1.26E+31,1.26E+31,2.96,1.988,1.353,12.04,14.15,1.907,0.1493,1.663
7.95,3.213,0.0002455,0.0002445,783.7,58670,37580,24440,16260,12470,43.16,3269,13990,14390,10850,8628,12.92,5044,5631,4392,3537,1.26E+31,1.26E+31,2.96,1.989,1.353,12.09,14.19,1.905,0.1493,1.665
8,3.213,0.0002455,0.0002445,784,58680,37580,24440,16260,12470,43.17,3270,13980,14380,10840,8623,12.93,5040,5628,4389,3535,1.26E+31,1.26E+31,2.96,1.989,1.353,12.13,14.23,1.904,0.1492,1.666
8.05,3.213,0.0002455,0.0002445,784.2,58700,37580,24440,16260,12470,43.19,3271,13970,14360,10840,8618,12.94,5037,5624,4387,3534,1.26E+31,1.26E+31,2.96,1.989,1.353,12.17,14.27,1.902,0.1492,1.668
8.1,3.213,0.0002455,0.0002445,784.4,58720,37580,24440,16260,12470,43.2,3272,13950,14350,10830,8613,12.94,5034,5621,4384,3532,1.26E+31,1.26E+31,2.96,1.99,1.354,12.2,14.31,1.901,0.1492,1.67
8.15,3.213,0.0002455,0.0002445,784.6,58730,37590,24440,16260,12470,43.21,3273,13940,14340,10820,8608,12.95,5031,5617,4382,3530,1.26E+31,1.26E+31,2.96,1.99,1.354,12.24,14.35,1.9,0.1492,1.672
8.2,3.213,0.0002455,0.0002445,784.8,58750,37590,24440,16260,12470,43.23,3274,13930,14320,10810,8603,12.95,5027,5614,4380,3529,1.26E+31,1.26E+31,2.96,1.99,1.354,12.28,14.38,1.898,0.1491,1.673
8.25,3.213,0.0002455,0.0002445,785,58770,37590,24440,16260,12470,43.24,3275,13910,14310,10800,8598,12.96,5024,5611,4377,3527,1.26E+31,1.26E+31,2.96,1.991,1.354,12.31,14.42,1.897,0.1491,1.675
8.3,3.213,0.0002455,0.0002445,785.2,58780,37590,24440,16260,12470,43.26,3276,13900,14300,10790,8594,12.96,5021,5607,4375,3525,1.26E+31,1.26E+31,2.96,1.991,1.354,12.34,14.45,1.896,0.149,1.676
8.35,3.213,0.0002455,0.0002445,785.4,58800,37600,24440,16260,12480,43.27,3278,13890,14290,10790,8589,12.97,5018,5604,4373,3523,1.26E+31,1.26E+31,2.96,1.991,1.354,12.38,14.48,1.895,0.149,1.678
8.4,3.213,0.0002455,0.0002445,785.6,58810,37600,24440,16260,12480,43.29,3279,13870,14270,10780,8584,12.97,5015,5601,4370,3522,1.26E+31,1.26E+31,2.96,1.991,1.354,12.41,14.52,1.894,0.149,1.679
8.45,3.212,0.0002455,0.0002445,785.8,58830,37600,24440,16260,12480,43.3,3280,13860,14260,10770,8579,12.98,5011,5597,4368,3520,1.26E+31,1.26E+31,2.96,1.992,1.354,12.44,14.55,1.893,0.1489,1.68
8.5,3.212,0.0002455,0.0002445,786,58840,37600,24440,16260,12480,43.32,3281,13850,14250,10760,8574,12.98,5008,5594,4366,3518,1.26E+31,1.26E+31,2.96,1.992,1.354,12.47,14.58,1.891,0.1489,1.682
8.55,3.212,0.0002455,0.0002445,786.2,58860,37600,24440,16260,12480,43.33,3282,13840,14240,10750,8569,12.99,5005,5591,4364,3517,1.26E+31,1.26E+31,2.96,1.992,1.354,12.5,14.61,1.89,0.1489,1.683
8.6,3.212,0.0002455,0.0002445,786.4,58870,37610,24440,16260,12480,43.34,3283,13820,14230,10750,8564,12.99,5002,5588,4361,3515,1.26E+31,1.26E+31,2.96,1.993,1.354,12.53,14.63,1.889,0.1488,1.684
8.65,3.212,0.0002455,0.0002445,786.6,58890,37610,24440,16260,12480,43.36,3284,13810,14220,10740,8559,13,4999,5585,4359,3513,1.26E+31,1.26E+31,2.96,1.993,1.354,12.55,14.66,1.889,0.1488,1.685
8.7,3.212,0.0002455,0.0002445,786.8,58900,37610,24440,16260,12480,43.37,3285,13800,14200,10730,8554,13.01,4996,5582,4357,3512,1.26E+31,1.26E+31,2.96,1.993,1.355,12.58,14.69,1.888,0.1487,1.687
8.75,3.212,0.0002455,0.0002445,787,58910,37610,24440,16260,12480,43.38,3286,13790,14190,10720,8549,13.01,4993,5578,4355,3510,1.26E+31,1.26E+31,2.96,1.994,1.355,12.61,14.71,1.887,0.1487,1.688
8.8,3.212,0.0002455,0.0002445,787.1,58930,37610,24430,16260,12480,43.4,3287,13780,14180,10720,8544,13.02,4990,5575,4353,3509,1.26E+31,1.26E+31,2.96,1.994,1.355,12.63,14.74,1.886,0.1486,1.689
8.85,3.212,0.0002455,0.0002445,787.3,58940,37610,24430,16260,12480,43.41,3288,13770,14170,10710,8539,13.02,4987,5572,4351,3507,1.26E+31,1.26E+31,2.96,1.994,1.355,12.66,14.76,1.885,0.1486,1.69
8.9,3.212,0.0002455,0.0002445,787.5,58950,37620,24430,16260,12480,43.43,3289,13750,14160,10700,8534,13.03,4984,5569,4349,3505,1.26E+31,1.26E+31,2.96,1.994,1.355,12.68,14.79,1.884,0.1486,1.691
8.95,3.212,0.0002455,0.0002445,787.7,58970,37620,24430,16260,12480,43.44,3290,13740,14150,10690,8529,13.03,4981,5566,4347,3504,1.26E+31,1.26E+31,2.96,1.995,1.355,12.7,14.81,1.884,0.1485,1.692
9,3.212,0.0002455,0.0002445,787.9,58980,37620,24430,16260,12480,43.45,3290,13730,14140,10690,8524,13.04,4978,5563,4344,3502,1.26E+31,1.26E+31,2.96,1.995,1.355,12.73,14.83,1.883,0.1485,1.693
9.05,3.212,0.0002455,0.0002445,788.1,58990,37620,24430,16260,12490,43.47,3291,13720,14130,10680,8520,13.04,4975,5561,4342,3501,1.26E+31,1.26E+31,2.96,1.995,1.355,12.75,14.86,1.882,0.1484,1.694
9.1,3.211,0.0002455,0.0002445,788.2,59000,37620,24430,16260,12490,43.48,3292,13710,14120,10670,8515,13.05,4972,5558,4340,3499,1.26E+31,1.26E+31,2.96,1.996,1.355,12.77,14.88,1.881,0.1484,1.695
9.15,3.211,0.0002455,0.0002445,788.4,59020,37620,24430,16260,12490,43.49,3293,13700,14110,10670,8510,13.05,4969,5555,4338,3498,1.26E+31,1.26E+31,2.96,1.996,1.355,12.79,14.9,1.881,0.1484,1.696
9.2,3.211,0.0002455,0.0002445,788.6,59030,37620,24430,16260,12490,43.51,3294,13690,14100,10660,8505,13.06,4967,5552,4336,3496,1.26E+31,1.26E+31,2.96,1.996,1.355,12.81,14.92,1.88,0.1483,1.697
9.25,3.211,0.0002455,0.0002445,788.8,59040,37630,24430,16260,12490,43.52,3295,13680,14090,10650,8500,13.06,4964,5549,4334,3495,1.26E+31,1.26E+31,2.96,1.996,1.355,12.83,14.94,1.879,0.1483,1.697
9.3,3.211,0.0002455,0.0002445,788.9,59050,37630,24430,16260,12490,43.53,3296,13670,14080,10640,8495,13.07,4961,5546,4333,3493,1.26E+31,1.26E+31,2.96,1.997,1.355,12.85,14.96,1.879,0.1482,1.698
9.35,3.211,0.0002455,0.0002445,789.1,59060,37630,24420,16260,12490,43.54,3297,13660,14070,10640,8491,13.07,4958,5543,4331,3492,1.26E+31,1.26E+31,2.96,1.997,1.356,12.87,14.98,1.878,0.1482,1.699
9.4,3.211,0.0002455,0.0002445,789.3,59080,37630,24420,16260,12490,43.56,3298,13650,14060,10630,8486,13.08,4955,5541,4329,3490,1.26E+31,1.26E+31,2.96,1.997,1.356,12.89,15,1.877,0.1481,1.7
9.45,3.211,0.0002455,0.0002445,789.5,59090,37630,24420,16260,12490,43.57,3299,13640,14050,10620,8481,13.08,4953,5538,4327,3489,1.26E+31,1.26E+31,2.96,1.997,1.356,12.91,15.02,1.877,0.1481,1.7
9.5,3.211,0.0002455,0.0002445,789.6,59100,37630,24420,16260,12490,43.58,3299,13630,14040,10620,8476,13.09,4950,5535,4325,3487,1.26E+31,1.26E+31,2.96,1.998,1.356,12.92,15.03,1.876,0.148,1.701
9.55,3.211,0.0002455,0.0002445,789.8,59110,37630,24420,16260,12490,43.6,3300,13620,14030,10610,8472,13.09,4947,5533,4323,3486,1.26E+31,1.26E+31,2.96,1.998,1.356,12.94,15.05,1.876,0.148,1.702
9.6,3.211,0.0002455,0.0002445,790,59120,37630,24420,16260,12490,43.61,3301,13610,14020,10600,8467,13.09,4945,5530,4321,3484,1.26E+31,1.26E+31,2.96,1.998,1.356,12.96,15.07,1.875,0.148,1.703
9.65,3.211,0.0002455,0.0002445,790.1,59130,37630,24420,16250,12490,43.62,3302,13600,14010,10600,8462,13.1,4942,5527,4319,3483,1.26E+31,1.26E+31,2.96,1.999,1.356,12.97,15.08,1.875,0.1479,1.703
9.7,3.211,0.0002455,0.0002445,790.3,59140,37640,24420,16250,12490,43.63,3303,13590,14000,10590,8457,13.1,4939,5525,4317,3482,1.26E+31,1.26E+31,2.96,1.999,1.356,12.99,15.1,1.874,0.1479,1.704
9.75,3.21,0.0002455,0.0002445,790.4,59150,37640,24420,16250,12490,43.65,3304,13580,13990,10590,8453,13.11,4937,5522,4316,3480,1.26E+31,1.26E+31,2.96,1.999,1.356,13,15.12,1.874,0.1478,1.705
9.8,3.21,0.0002455,0.0002445,790.6,59160,37640,24410,16250,12480,43.66,3304,13570,13980,10580,8448,13.11,4934,5519,4314,3479,1.26E+31,1.26E+31,2.96,1.999,1.356,13.02,15.13,1.873,0.1478,1.705
9.85,3.21,0.0002455,0.0002445,790.8,59170,37640,24410,16250,12480,43.67,3305,13560,13980,10570,8443,13.12,4931,5517,4312,3477,1.26E+31,1.26E+31,2.96,2,1.356,13.04,15.15,1.873,0.1477,1.706
9.9,3.21,0.0002455,0.0002445,790.9,59180,37640,24410,16250,12480,43.68,3306,13550,13970,10570,8439,13.12,4929,5514,4310,3476,1.26E+31,1.26E+31,2.96,2,1.356,13.05,15.16,1.872,0.1477,1.706
9.95,3.21,0.0002455,0.0002445,791.1,59190,37640,24410,16250,12480,43.7,3307,13540,13960,10560,8434,13.13,4926,5512,4308,3475,1.26E+31,1.26E+31,2.96,2,1.356,13.06,15.17,1.872,0.1477,1.707
10,3.21,0.0002455,0.0002445,791.2,59200,37640,24410,16250,12480,43.71,3307,13540,13950,10550,8430,13.13,4924,5509,4307,3473,1.26E+31,1.26E+31,2.96,2,1.356,13.08,15.19,1.871,0.1476,1.708
10.05,3.21,0.0002455,0.0002445,791.4,59210,37640,24410,16250,12480,43.72,3308,13530,13940,10550,8425,13.14,4921,5507,4305,3472,1.26E+31,1.26E+31,2.96,2.001,1.357,13.09,15.2,1.871,0.1476,1.708
10.1,3.21,0.0002455,0.0002445,791.6,59220,37640,24410,16250,12480,43.73,3309,13520,13930,10540,8421,13.14,4919,5504,4303,3471,1.26E+31,1.26E+31,2.96,2.001,1.357,13.1,15.22,1.87,0.1475,1.709
10.15,3.21,0.0002455,0.0002445,791.7,59230,37640,24410,16250,12480,43.74,3310,13510,13920,10540,8416,13.15,4916,5502,4301,3469,1.26E+31,1.26E+31,2.96,2.001,1.357,13.12,15.23,1.87,0.1475,1.709
10.2,3.21,0.0002455,0.0002445,791.9,59240,37640,24410,16240,12480,43.76,3311,13500,13920,10530,8412,13.15,4914,5499,4300,3468,1.26E+31,1.26E+31,2.96,2.001,1.357,13.13,15.24,1.87,0.1475,1.71
10.25,3.21,0.0002455,0.0002445,792,59250,37640,24400,16240,12480,43.77,3311,13490,13910,10520,8407,13.15,4911,5497,4298,3467,1.26E+31,1.26E+31,2.96,2.002,1.357,13.14,15.25,1.869,0.1474,1.71
10.3,3.21,0.0002455,0.0002445,792.2,59260,37650,24400,16240,12480,43.78,3312,13480,13900,10520,8403,13.16,4909,5494,4296,3465,1.26E+31,1.26E+31,2.96,2.002,1.357,13.16,15.27,1.869,0.1474,1.711
10.35,3.21,0.0002455,0.0002445,792.3,59270,37650,24400,16240,12480,43.79,3313,13480,13890,10510,8398,13.16,4906,5492,4295,3464,1.26E+31,1.26E+31,2.96,2.002,1.357,13.17,15.28,1.868,0.1473,1.711
10.4,3.21,0.0002455,0.0002445,792.5,59280,37650,24400,16240,12480,43.8,3313,13470,13880,10510,8394,13.17,4904,5490,4293,3463,1.26E+31,1.26E+31,2.96,2.003,1.357,13.18,15.29,1.868,0.1473,1.712
